Country,REF_AREA,Indicator,Time period,Infant Mortality Rate
Myanmar,MMR, Infant mortality rate,2005,57.27474303
Myanmar,MMR, Infant mortality rate,2010,48.63335088
Myanmar,MMR, Infant mortality rate,2015,40.73201185
Myanmar,MMR, Infant mortality rate,2017,38.1465183
Myanmar,MMR, Infant mortality rate,2019,35.83309068
Montenegro,MNE, Infant mortality rate,2000,12.58555257
Montenegro,MNE, Infant mortality rate,2005,9.241627499
Montenegro,MNE, Infant mortality rate,2010,5.817526922
Montenegro,MNE, Infant mortality rate,2015,3.47635931
Montenegro,MNE, Infant mortality rate,2017,2.813362856
Montenegro,MNE, Infant mortality rate,2019,2.279340685
Mongolia,MNG, Infant mortality rate,2000,48.76766869
Mongolia,MNG, Infant mortality rate,2005,33.14839974
Mongolia,MNG, Infant mortality rate,2010,22.14127028
Mongolia,MNG, Infant mortality rate,2015,16.6222313
Mongolia,MNG, Infant mortality rate,2017,15.12070818
Mongolia,MNG, Infant mortality rate,2019,13.79122172
Mozambique,MOZ, Infant mortality rate,2000,112.0187527
Mozambique,MOZ, Infant mortality rate,2005,86.16567552
Mozambique,MOZ, Infant mortality rate,2010,71.14711218
Mozambique,MOZ, Infant mortality rate,2015,60.40918252
Mozambique,MOZ, Infant mortality rate,2017,56.65270703
Mozambique,MOZ, Infant mortality rate,2019,53.5658761
Mauritania,MRT, Infant mortality rate,2000,62.71613043
Mauritania,MRT, Infant mortality rate,2005,49.94920803
Mauritania,MRT, Infant mortality rate,2010,41.59470788
Mauritania,MRT, Infant mortality rate,2015,37.24777301
Mauritania,MRT, Infant mortality rate,2017,35.50869738
Mauritania,MRT, Infant mortality rate,2019,33.84449838
Mauritius,MUS, Infant mortality rate,2000,16.61374987
Mauritius,MUS, Infant mortality rate,2005,13.37670616
Mauritius,MUS, Infant mortality rate,2010,12.54957156
Mauritius,MUS, Infant mortality rate,2015,12.88112741
Mauritius,MUS, Infant mortality rate,2017,13.29262151
Mauritius,MUS, Infant mortality rate,2019,14.4534181
Malawi,MWI, Infant mortality rate,2000,100.0509757
Malawi,MWI, Infant mortality rate,2005,64.93361503
Malawi,MWI, Infant mortality rate,2010,52.02324686
Malawi,MWI, Infant mortality rate,2015,38.63193261
Malawi,MWI, Infant mortality rate,2017,35.48735241
Malawi,MWI, Infant mortality rate,2019,33.04033404
Malaysia,MYS, Infant mortality rate,2000,8.718366265
Malaysia,MYS, Infant mortality rate,2005,7.023357427
Malaysia,MYS, Infant mortality rate,2010,6.964307805
Malaysia,MYS, Infant mortality rate,2015,6.980386011
Malaysia,MYS, Infant mortality rate,2017,6.936892774
Malaysia,MYS, Infant mortality rate,2019,6.741766168
Namibia,NAM, Infant mortality rate,2000,44.90610854
Namibia,NAM, Infant mortality rate,2005,39.01447651
Namibia,NAM, Infant mortality rate,2010,36.94029154
Namibia,NAM, Infant mortality rate,2015,33.26917119
Namibia,NAM, Infant mortality rate,2017,31.96673451
Namibia,NAM, Infant mortality rate,2019,30.73962035
Niger,NER, Infant mortality rate,2000,98.2299242
Niger,NER, Infant mortality rate,2005,79.02628198
Niger,NER, Infant mortality rate,2010,65.8463541
Niger,NER, Infant mortality rate,2015,61.27102417
Niger,NER, Infant mortality rate,2017,60.63802304
Niger,NER, Infant mortality rate,2019,60.16394665
Nigeria,NGA, Infant mortality rate,2000,109.5889313
Nigeria,NGA, Infant mortality rate,2005,95.00188523
Nigeria,NGA, Infant mortality rate,2010,84.42850388
Nigeria,NGA, Infant mortality rate,2015,79.28318542
Nigeria,NGA, Infant mortality rate,2017,77.05169379
Nigeria,NGA, Infant mortality rate,2019,73.9371863
Nicaragua,NIC, Infant mortality rate,2000,31.59614173
Nicaragua,NIC, Infant mortality rate,2005,25.25652809
Nicaragua,NIC, Infant mortality rate,2010,20.40521684
Nicaragua,NIC, Infant mortality rate,2015,16.09031304
Nicaragua,NIC, Infant mortality rate,2017,14.41773042
Nicaragua,NIC, Infant mortality rate,2019,12.82102373
Netherlands,NLD, Infant mortality rate,2000,5.133794973
Netherlands,NLD, Infant mortality rate,2005,4.451787861
Netherlands,NLD, Infant mortality rate,2010,3.742982391
Netherlands,NLD, Infant mortality rate,2015,3.472251649
Netherlands,NLD, Infant mortality rate,2017,3.467061398
Netherlands,NLD, Infant mortality rate,2019,3.488381279
Norway,NOR, Infant mortality rate,2000,3.940003734
Norway,NOR, Infant mortality rate,2005,3.289319982
Norway,NOR, Infant mortality rate,2010,2.659825117
Norway,NOR, Infant mortality rate,2015,2.211701854
Norway,NOR, Infant mortality rate,2017,2.065451602
Norway,NOR, Infant mortality rate,2019,1.916200557
Nepal,NPL, Infant mortality rate,2000,58.67549179
Nepal,NPL, Infant mortality rate,2005,45.89854707
Nepal,NPL, Infant mortality rate,2010,36.60383957
Nepal,NPL, Infant mortality rate,2015,29.18030289
Nepal,NPL, Infant mortality rate,2017,26.60765719
Nepal,NPL, Infant mortality rate,2019,24.50923955
New Zealand,NZL, Infant mortality rate,2000,6.091060176
New Zealand,NZL, Infant mortality rate,2005,5.481541997
New Zealand,NZL, Infant mortality rate,2010,5.162980467
New Zealand,NZL, Infant mortality rate,2015,4.575737224
New Zealand,NZL, Infant mortality rate,2017,4.315558969
New Zealand,NZL, Infant mortality rate,2019,4.107865697
Oman,OMN, Infant mortality rate,2000,14.05447389
Oman,OMN, Infant mortality rate,2005,10.95917146
Oman,OMN, Infant mortality rate,2010,10.08882714
Oman,OMN, Infant mortality rate,2015,9.588494488
Oman,OMN, Infant mortality rate,2017,9.422316554
Oman,OMN, Infant mortality rate,2019,9.098345761
Pakistan,PAK, Infant mortality rate,2000,84.77313921
Pakistan,PAK, Infant mortality rate,2005,76.76307666
Pakistan,PAK, Infant mortality rate,2010,70.19940829
Pakistan,PAK, Infant mortality rate,2015,62.21261231
Pakistan,PAK, Infant mortality rate,2017,58.9871997
Pakistan,PAK, Infant mortality rate,2019,55.85001122
Panama,PAN, Infant mortality rate,2000,21.92782223
Panama,PAN, Infant mortality rate,2005,19.49888927
Panama,PAN, Infant mortality rate,2010,16.94749555
Panama,PAN, Infant mortality rate,2015,14.55266555
Panama,PAN, Infant mortality rate,2017,13.67281235
Panama,PAN, Infant mortality rate,2019,12.77637973
Peru,PER, Infant mortality rate,2000,29.25137925
Peru,PER, Infant mortality rate,2005,20.53305086
Peru,PER, Infant mortality rate,2010,15.48847974
Peru,PER, Infant mortality rate,2015,12.84816307
Peru,PER, Infant mortality rate,2017,12.18352412
Peru,PER, Infant mortality rate,2019,11.57905273
Philippines,PHL, Infant mortality rate,2000,28.70487512
Philippines,PHL, Infant mortality rate,2005,26.45044595
Philippines,PHL, Infant mortality rate,2010,24.81220055
Philippines,PHL, Infant mortality rate,2015,23.44726463
Philippines,PHL, Infant mortality rate,2017,22.69679679
Philippines,PHL, Infant mortality rate,2019,21.63369927
Papua New Guinea,PNG, Infant mortality rate,2000,53.60842385
Papua New Guinea,PNG, Infant mortality rate,2005,49.63964223
Papua New Guinea,PNG, Infant mortality rate,2010,44.97353619
Papua New Guinea,PNG, Infant mortality rate,2015,40.25285934
Papua New Guinea,PNG, Infant mortality rate,2017,38.31414503
Papua New Guinea,PNG, Infant mortality rate,2019,36.35940668
Poland,POL, Infant mortality rate,2000,8.077797406
Poland,POL, Infant mortality rate,2005,6.538858736
Poland,POL, Infant mortality rate,2010,5.145388216
Poland,POL, Infant mortality rate,2015,4.207304296
Poland,POL, Infant mortality rate,2017,4.003357896
Poland,POL, Infant mortality rate,2019,3.794519036
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2000,44.5
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2005,26.4
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2010,23.1
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2015,16
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2017,14.4
"Korea, Democratic People's Republic of",PRK, Infant mortality rate,2019,13.1
Portugal,PRT, Infant mortality rate,2000,5.534029203
Portugal,PRT, Infant mortality rate,2005,3.62209676
Portugal,PRT, Infant mortality rate,2010,3.055433243
Portugal,PRT, Infant mortality rate,2015,2.972184147
Portugal,PRT, Infant mortality rate,2017,2.969718074
Portugal,PRT, Infant mortality rate,2019,2.816080204
Paraguay,PRY, Infant mortality rate,2000,27.92333684
Paraguay,PRY, Infant mortality rate,2005,24.97253444
Paraguay,PRY, Infant mortality rate,2010,21.88902743
Paraguay,PRY, Infant mortality rate,2015,18.89254612
Paraguay,PRY, Infant mortality rate,2017,17.71282629
Paraguay,PRY, Infant mortality rate,2019,16.56538755
Qatar,QAT, Infant mortality rate,2000,10.74524907
Qatar,QAT, Infant mortality rate,2005,8.950055356
Qatar,QAT, Infant mortality rate,2010,7.841559676
Qatar,QAT, Infant mortality rate,2015,6.637032323
Qatar,QAT, Infant mortality rate,2017,5.917437704
Qatar,QAT, Infant mortality rate,2019,5.180048082
Romania,ROU, Infant mortality rate,2000,18.01333741
Romania,ROU, Infant mortality rate,2005,15.58382912
Romania,ROU, Infant mortality rate,2010,10.55122231
Romania,ROU, Infant mortality rate,2015,7.71751716
Romania,ROU, Infant mortality rate,2017,6.572456428
Romania,ROU, Infant mortality rate,2019,5.780857634
Russia,RUS, Infant mortality rate,2000,15.54197844
Russia,RUS, Infant mortality rate,2005,11.13077793
Russia,RUS, Infant mortality rate,2010,8.3721338
Russia,RUS, Infant mortality rate,2015,6.635112694
Russia,RUS, Infant mortality rate,2017,5.550626427
Russia,RUS, Infant mortality rate,2019,4.699951392
Rwanda,RWA, Infant mortality rate,2000,109.5681189
Rwanda,RWA, Infant mortality rate,2005,65.64921011
Rwanda,RWA, Infant mortality rate,2010,44.06891304
Rwanda,RWA, Infant mortality rate,2015,34.70952613
Rwanda,RWA, Infant mortality rate,2017,32.90867465
Rwanda,RWA, Infant mortality rate,2019,31.19790854
Saudi Arabia,SAU, Infant mortality rate,2000,18.78283596
Saudi Arabia,SAU, Infant mortality rate,2005,14.1650201
Saudi Arabia,SAU, Infant mortality rate,2010,10.54209893
Saudi Arabia,SAU, Infant mortality rate,2015,7.794176822
Saudi Arabia,SAU, Infant mortality rate,2017,6.943901319
Saudi Arabia,SAU, Infant mortality rate,2019,6.264683279
Sudan,SDN, Infant mortality rate,2000,66.98648127
Sudan,SDN, Infant mortality rate,2005,57.83657758
Sudan,SDN, Infant mortality rate,2010,50.85529764
Sudan,SDN, Infant mortality rate,2015,45.28398505
Sudan,SDN, Infant mortality rate,2017,43.07939221
Sudan,SDN, Infant mortality rate,2019,40.97851674
Senegal,SEN, Infant mortality rate,2000,67.73857514
Senegal,SEN, Infant mortality rate,2005,53.18099227
Senegal,SEN, Infant mortality rate,2010,42.65318708
Senegal,SEN, Infant mortality rate,2015,35.54196134
Senegal,SEN, Infant mortality rate,2017,33.02219621
Senegal,SEN, Infant mortality rate,2019,30.87252609
Singapore,SGP, Infant mortality rate,2000,3.034564848
Singapore,SGP, Infant mortality rate,2005,2.315298689
Singapore,SGP, Infant mortality rate,2010,2.256891
Singapore,SGP, Infant mortality rate,2015,2.219940804
Singapore,SGP, Infant mortality rate,2017,2.161124789
Singapore,SGP, Infant mortality rate,2019,1.971127962
Solomon Islands,SLB, Infant mortality rate,2000,25.59837273
Solomon Islands,SLB, Infant mortality rate,2005,24.42435539
Solomon Islands,SLB, Infant mortality rate,2010,22.22508032
Solomon Islands,SLB, Infant mortality rate,2015,19.36317649
Solomon Islands,SLB, Infant mortality rate,2017,18.21923411
Solomon Islands,SLB, Infant mortality rate,2019,17.11506552
Sierra Leone,SLE, Infant mortality rate,2000,138.6195761
Sierra Leone,SLE, Infant mortality rate,2005,124.5859079
Sierra Leone,SLE, Infant mortality rate,2010,107.5832938
Sierra Leone,SLE, Infant mortality rate,2015,95.52586951
Sierra Leone,SLE, Infant mortality rate,2017,87.58460386
Sierra Leone,SLE, Infant mortality rate,2019,82.78139194
El Salvador,SLV, Infant mortality rate,2000,27.39358532
El Salvador,SLV, Infant mortality rate,2005,21.14050436
El Salvador,SLV, Infant mortality rate,2010,16.53846225
El Salvador,SLV, Infant mortality rate,2015,13.25568851
El Salvador,SLV, Infant mortality rate,2017,12.28652517
El Salvador,SLV, Infant mortality rate,2019,11.46968655
Somalia,SOM, Infant mortality rate,2000,104.5055537
Somalia,SOM, Infant mortality rate,2005,104.4678507
Somalia,SOM, Infant mortality rate,2010,96.28093789
Somalia,SOM, Infant mortality rate,2015,83.74188092
Somalia,SOM, Infant mortality rate,2017,79.10689876
Somalia,SOM, Infant mortality rate,2019,74.93969344
Serbia,SRB, Infant mortality rate,2000,10.90681618
Serbia,SRB, Infant mortality rate,2005,7.796607549
Serbia,SRB, Infant mortality rate,2010,6.565318464
Serbia,SRB, Infant mortality rate,2015,5.457801976
Serbia,SRB, Infant mortality rate,2017,5.114148042
Serbia,SRB, Infant mortality rate,2019,4.907699026
South Sudan,SSD, Infant mortality rate,2000,109.1373025
South Sudan,SSD, Infant mortality rate,2005,86.82477181
South Sudan,SSD, Infant mortality rate,2010,69.64847546
South Sudan,SSD, Infant mortality rate,2015,63.7559998
South Sudan,SSD, Infant mortality rate,2017,63.7559998
South Sudan,SSD, Infant mortality rate,2019,63.7559998
Sao Tome and Principe,STP, Infant mortality rate,2000,54.5386939
Sao Tome and Principe,STP, Infant mortality rate,2005,39.46191578
Sao Tome and Principe,STP, Infant mortality rate,2010,27.82488606
Sao Tome and Principe,STP, Infant mortality rate,2015,18.60405347
Sao Tome and Principe,STP, Infant mortality rate,2017,15.67390972
Sao Tome and Principe,STP, Infant mortality rate,2019,13.57829443
Suriname,SUR, Infant mortality rate,2000,27.54938141
Suriname,SUR, Infant mortality rate,2005,23.64335907
Suriname,SUR, Infant mortality rate,2010,20.72492782
Suriname,SUR, Infant mortality rate,2015,18.28022115
Suriname,SUR, Infant mortality rate,2017,17.305647
Suriname,SUR, Infant mortality rate,2019,16.31592149
Slovakia,SVK, Infant mortality rate,2000,8.184500443
Slovakia,SVK, Infant mortality rate,2005,6.821612431
Slovakia,SVK, Infant mortality rate,2010,5.78362612
Slovakia,SVK, Infant mortality rate,2015,5.148857083
Slovakia,SVK, Infant mortality rate,2017,4.960149962
Slovakia,SVK, Infant mortality rate,2019,4.793097582
Slovenia,SVN, Infant mortality rate,2000,4.550672185
Slovenia,SVN, Infant mortality rate,2005,3.463766199
Slovenia,SVN, Infant mortality rate,2010,2.644124653
Slovenia,SVN, Infant mortality rate,2015,2.115826403
Slovenia,SVN, Infant mortality rate,2017,1.974914808
Slovenia,SVN, Infant mortality rate,2019,1.859941983
Sweden,SWE, Infant mortality rate,2000,3.403048955
Sweden,SWE, Infant mortality rate,2005,2.969259162
Sweden,SWE, Infant mortality rate,2010,2.516499469
Sweden,SWE, Infant mortality rate,2015,2.353371647
Sweden,SWE, Infant mortality rate,2017,2.264508677
Sweden,SWE, Infant mortality rate,2019,2.147770652
Swaziland,SWZ, Infant mortality rate,2000,67.68113439
Swaziland,SWZ, Infant mortality rate,2005,69.95788419
Swaziland,SWZ, Infant mortality rate,2010,58.4421181
Swaziland,SWZ, Infant mortality rate,2015,50.10128658
Swaziland,SWZ, Infant mortality rate,2017,48.9553341
Swaziland,SWZ, Infant mortality rate,2019,43.87697763
Seychelles,SYC, Infant mortality rate,2000,11.93403591
Seychelles,SYC, Infant mortality rate,2005,12.04354661
Seychelles,SYC, Infant mortality rate,2010,12.266401
Seychelles,SYC, Infant mortality rate,2015,12.51016482
Seychelles,SYC, Infant mortality rate,2017,12.55693864
Seychelles,SYC, Infant mortality rate,2019,12.39044924
Syrian Arab Republic,SYR, Infant mortality rate,2000,19.55717237
Syrian Arab Republic,SYR, Infant mortality rate,2005,16.82896299
Syrian Arab Republic,SYR, Infant mortality rate,2010,16.20505074
Syrian Arab Republic,SYR, Infant mortality rate,2015,25.82752699
Syrian Arab Republic,SYR, Infant mortality rate,2017,19.13556718
Syrian Arab Republic,SYR, Infant mortality rate,2019,18.78313067
Chad,TCD, Infant mortality rate,2000,99.85283089
Chad,TCD, Infant mortality rate,2005,92.60698635
Chad,TCD, Infant mortality rate,2010,84.37967892
Chad,TCD, Infant mortality rate,2015,76.09357208
Chad,TCD, Infant mortality rate,2017,72.71765226
Chad,TCD, Infant mortality rate,2019,69.34137384
Togo,TGO, Infant mortality rate,2000,75.72384777
Togo,TGO, Infant mortality rate,2005,66.31520255
Togo,TGO, Infant mortality rate,2010,58.32296407
Togo,TGO, Infant mortality rate,2015,50.88664568
Togo,TGO, Infant mortality rate,2017,48.16002151
Togo,TGO, Infant mortality rate,2019,45.61703505
Thailand,THA, Infant mortality rate,2000,18.69649222
Thailand,THA, Infant mortality rate,2005,14.74884521
Thailand,THA, Infant mortality rate,2010,11.67114898
Thailand,THA, Infant mortality rate,2015,9.265932707
Thailand,THA, Infant mortality rate,2017,8.444763514
Thailand,THA, Infant mortality rate,2019,7.718708238
Tajikistan,TJK, Infant mortality rate,2000,67.63644367
Tajikistan,TJK, Infant mortality rate,2005,47.17837535
Tajikistan,TJK, Infant mortality rate,2010,37.03295468
Tajikistan,TJK, Infant mortality rate,2015,32.58906375
Tajikistan,TJK, Infant mortality rate,2017,31.04394354
Tajikistan,TJK, Infant mortality rate,2019,29.36469641
Turkmenistan,TKM, Infant mortality rate,2000,57.56208523
Turkmenistan,TKM, Infant mortality rate,2005,44.39219691
Turkmenistan,TKM, Infant mortality rate,2010,37.27867416
Turkmenistan,TKM, Infant mortality rate,2015,36.64833108
Turkmenistan,TKM, Infant mortality rate,2017,37.21929943
Turkmenistan,TKM, Infant mortality rate,2019,36.93604496
Timor-Leste,TLS, Infant mortality rate,2000,87.03311293
Timor-Leste,TLS, Infant mortality rate,2005,70.45410066
Timor-Leste,TLS, Infant mortality rate,2010,58.7376327
Timor-Leste,TLS, Infant mortality rate,2015,51.46348706
Timor-Leste,TLS, Infant mortality rate,2017,48.56994803
Timor-Leste,TLS, Infant mortality rate,2019,45.67915231
Tonga,TON, Infant mortality rate,2000,14.5827436
Tonga,TON, Infant mortality rate,2005,12.69791415
Tonga,TON, Infant mortality rate,2010,11.34675643
Tonga,TON, Infant mortality rate,2015,10.6471511
Tonga,TON, Infant mortality rate,2017,10.41093279
Tonga,TON, Infant mortality rate,2019,10.05986835
Trinidad and Tobago,TTO, Infant mortality rate,2000,24.88308418
Trinidad and Tobago,TTO, Infant mortality rate,2005,23.24067549
Trinidad and Tobago,TTO, Infant mortality rate,2010,20.37971228
Trinidad and Tobago,TTO, Infant mortality rate,2015,17.54670345
Trinidad and Tobago,TTO, Infant mortality rate,2017,16.49385361
Trinidad and Tobago,TTO, Infant mortality rate,2019,15.54513272
Tunisia,TUN, Infant mortality rate,2000,24.98810576
Tunisia,TUN, Infant mortality rate,2005,18.80102774
Tunisia,TUN, Infant mortality rate,2010,15.76169281
Tunisia,TUN, Infant mortality rate,2015,14.75740922
Tunisia,TUN, Infant mortality rate,2017,14.66142196
Tunisia,TUN, Infant mortality rate,2019,14.49471342
Turkey,TUR, Infant mortality rate,2000,30.89280818
Turkey,TUR, Infant mortality rate,2005,22.00437132
Turkey,TUR, Infant mortality rate,2010,15.53654028
Turkey,TUR, Infant mortality rate,2015,11.14757092
Turkey,TUR, Infant mortality rate,2017,9.804835784
Turkey,TUR, Infant mortality rate,2019,8.63279704
"Tanzania, United Republic of",TZA, Infant mortality rate,2000,78.59368452
"Tanzania, United Republic of",TZA, Infant mortality rate,2005,58.62438394
"Tanzania, United Republic of",TZA, Infant mortality rate,2010,47.13979332
"Tanzania, United Republic of",TZA, Infant mortality rate,2015,40.98125821
"Tanzania, United Republic of",TZA, Infant mortality rate,2017,38.22332733
"Tanzania, United Republic of",TZA, Infant mortality rate,2019,35.91482813
Uganda,UGA, Infant mortality rate,2000,87.18867044
Uganda,UGA, Infant mortality rate,2005,65.8782179
Uganda,UGA, Infant mortality rate,2010,49.67484791
Uganda,UGA, Infant mortality rate,2015,39.2943595
Uganda,UGA, Infant mortality rate,2017,35.95462088
Uganda,UGA, Infant mortality rate,2019,33.18178717
Ukraine,UKR, Infant mortality rate,2000,15.64405073
Ukraine,UKR, Infant mortality rate,2005,12.48513624
Ukraine,UKR, Infant mortality rate,2010,10.07843155
Ukraine,UKR, Infant mortality rate,2015,8.095735184
Ukraine,UKR, Infant mortality rate,2017,7.618268274
Ukraine,UKR, Infant mortality rate,2019,7.276549989
Uruguay,URY, Infant mortality rate,2000,14.85516748
Uruguay,URY, Infant mortality rate,2005,12.53005348
Uruguay,URY, Infant mortality rate,2010,9.319729936
Uruguay,URY, Infant mortality rate,2015,7.674537809
Uruguay,URY, Infant mortality rate,2017,6.793372953
Uruguay,URY, Infant mortality rate,2019,5.839418333
United States,USA, Infant mortality rate,2000,7.115466313
United States,USA, Infant mortality rate,2005,6.744985841
United States,USA, Infant mortality rate,2010,6.246573627
United States,USA, Infant mortality rate,2015,5.805576276
United States,USA, Infant mortality rate,2017,5.667258906
United States,USA, Infant mortality rate,2019,5.520113221
Uzbekistan,UZB, Infant mortality rate,2000,50.66763005
Uzbekistan,UZB, Infant mortality rate,2005,36.8589379
Uzbekistan,UZB, Infant mortality rate,2010,24.80738114
Uzbekistan,UZB, Infant mortality rate,2015,17.14118314
Uzbekistan,UZB, Infant mortality rate,2017,15.20681503
Uzbekistan,UZB, Infant mortality rate,2019,13.78472606
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2000,19.27217321
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2005,18.96210137
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2010,17.76985841
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2015,15.27877388
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2017,14.30292489
Saint Vincent & the Grenadines,VCT, Infant mortality rate,2019,13.39211651
Venezuela,VEN, Infant mortality rate,2000,18.33905075
Venezuela,VEN, Infant mortality rate,2005,15.8528889
Venezuela,VEN, Infant mortality rate,2010,14.67438302
Venezuela,VEN, Infant mortality rate,2015,16.45512681
Venezuela,VEN, Infant mortality rate,2017,21.06344665
Venezuela,VEN, Infant mortality rate,2019,21.06303339
Vietnam,VNM, Infant mortality rate,2000,23.60157407
Vietnam,VNM, Infant mortality rate,2005,20.00441309
Vietnam,VNM, Infant mortality rate,2010,18.42012002
Vietnam,VNM, Infant mortality rate,2015,17.48284888
Vietnam,VNM, Infant mortality rate,2017,17.13186969
Vietnam,VNM, Infant mortality rate,2019,16.80907525
Vanuatu,VUT, Infant mortality rate,2000,24.12365779
Vanuatu,VUT, Infant mortality rate,2005,23.6579051
Vanuatu,VUT, Infant mortality rate,2010,23.96878974
Vanuatu,VUT, Infant mortality rate,2015,22.9254501
Vanuatu,VUT, Infant mortality rate,2017,21.93744942
Vanuatu,VUT, Infant mortality rate,2019,20.86775429
Samoa,WSM, Infant mortality rate,2000,18.13491586
Samoa,WSM, Infant mortality rate,2005,16.50740244
Samoa,WSM, Infant mortality rate,2010,16.57801397
Samoa,WSM, Infant mortality rate,2015,15.93285364
Samoa,WSM, Infant mortality rate,2017,15.60541567
Samoa,WSM, Infant mortality rate,2019,15.0493496
Yemen,YEM, Infant mortality rate,2000,68.8403711
Yemen,YEM, Infant mortality rate,2005,54.86801691
Yemen,YEM, Infant mortality rate,2010,45.60214532
Yemen,YEM, Infant mortality rate,2015,46.21256604
Yemen,YEM, Infant mortality rate,2017,46.00531706
Yemen,YEM, Infant mortality rate,2019,46.50844239
South Africa,ZAF, Infant mortality rate,2000,48.88360291
South Africa,ZAF, Infant mortality rate,2005,50.11421711
South Africa,ZAF, Infant mortality rate,2010,35.675915
South Africa,ZAF, Infant mortality rate,2015,29.40487468
South Africa,ZAF, Infant mortality rate,2017,28.3081079
South Africa,ZAF, Infant mortality rate,2019,27.29818044
Zambia,ZMB, Infant mortality rate,2000,90.44265766
Zambia,ZMB, Infant mortality rate,2005,62.39185165
Zambia,ZMB, Infant mortality rate,2010,51.29014391
Zambia,ZMB, Infant mortality rate,2015,47.22146196
Zambia,ZMB, Infant mortality rate,2017,44.1543164
Zambia,ZMB, Infant mortality rate,2019,42.40643147
Zimbabwe,ZWE, Infant mortality rate,2000,52.22788052
Zimbabwe,ZWE, Infant mortality rate,2005,53.93259852
Zimbabwe,ZWE, Infant mortality rate,2010,52.87709222
Zimbabwe,ZWE, Infant mortality rate,2015,42.1072933
Zimbabwe,ZWE, Infant mortality rate,2017,39.45771595
Zimbabwe,ZWE, Infant mortality rate,2019,37.09198934
